naive
Running experiment with seed=654:
Avg F1 for citeseer with SCAR and nnpu, GCNConv,0.2: 0.7223 ± 0.0233
___________________________________________________________________________________
imbnnpu
Running experiment with seed=654:
 - K=1, layers=2, hidden=16, out=1
 - norm=None, dropout=0, batch_size=2048, methodology=imbnnpu
 - ratio=0.052992235084594844, aggregation=mean, treatment=removal, anomaly_detector=nearest_neighbors, sampling=sage
 - model_type=MLP, rate_pairs=10, clusters=50, lr=0.005
Epoch [1/50] - Loss: 0.4995
Epoch [2/50] - Loss: 0.4845
Epoch [3/50] - Loss: 0.4639
Epoch [4/50] - Loss: 0.4408
Epoch [5/50] - Loss: 0.4157
Epoch [6/50] - Loss: 0.3888
Epoch [7/50] - Loss: 0.3606
Epoch [8/50] - Loss: 0.3315
Epoch [9/50] - Loss: 0.3017
Epoch [10/50] - Loss: 0.2720
Epoch [11/50] - Loss: 0.2427
Epoch [12/50] - Loss: 0.2143
Epoch [13/50] - Loss: 0.1872
Epoch [14/50] - Loss: 0.1617
Epoch [15/50] - Loss: 0.1379
Epoch [16/50] - Loss: 0.1160
Epoch [17/50] - Loss: 0.0960
Epoch [18/50] - Loss: 0.0779
Epoch [19/50] - Loss: 0.0614
Epoch [20/50] - Loss: 0.0465
Epoch [21/50] - Loss: 0.0331
Epoch [22/50] - Loss: 0.0209
Epoch [23/50] - Loss: 0.0098
Epoch [24/50] - Loss: -0.0002
Epoch [25/50] - Loss: -0.0093
Epoch [26/50] - Loss: -0.0176
Epoch [27/50] - Loss: -0.0251
Epoch [28/50] - Loss: -0.0321
Epoch [29/50] - Loss: -0.0384
Epoch [30/50] - Loss: -0.0441
Epoch [31/50] - Loss: -0.0493
Epoch [32/50] - Loss: -0.0541
Epoch [33/50] - Loss: -0.0584
Epoch [34/50] - Loss: -0.0623
Epoch [35/50] - Loss: -0.0658
Epoch [36/50] - Loss: -0.0690
Epoch [37/50] - Loss: -0.0720
Epoch [38/50] - Loss: -0.0746
Epoch [39/50] - Loss: -0.0771
Epoch [40/50] - Loss: -0.0793
Epoch [41/50] - Loss: -0.0814
Epoch [42/50] - Loss: -0.0833
Epoch [43/50] - Loss: -0.0850
Epoch [44/50] - Loss: -0.0867
Epoch [45/50] - Loss: -0.0882
Epoch [46/50] - Loss: -0.0896
Epoch [47/50] - Loss: -0.0909
Epoch [48/50] - Loss: -0.0922
Epoch [49/50] - Loss: -0.0934
Epoch [50/50] - Loss: -0.0945
sum preds 116
sum labels 421
 - Test Metrics: Accuracy=0.8907, F1=0.3799, Recall=0.2423, Precision=0.8793
 - Validation Metrics: Accuracy=nan, F1=0.0000, Recall=0.0000, Precision=0.0000
Running experiment with seed=114:
 - K=1, layers=2, hidden=16, out=1
 - norm=None, dropout=0, batch_size=2048, methodology=imbnnpu
 - ratio=0.052992235084594844, aggregation=mean, treatment=removal, anomaly_detector=nearest_neighbors, sampling=sage
 - model_type=MLP, rate_pairs=10, clusters=50, lr=0.005
Epoch [1/50] - Loss: 0.4998
Epoch [2/50] - Loss: 0.4858
Epoch [3/50] - Loss: 0.4648
Epoch [4/50] - Loss: 0.4412
Epoch [5/50] - Loss: 0.4158
Epoch [6/50] - Loss: 0.3878
Epoch [7/50] - Loss: 0.3581
Epoch [8/50] - Loss: 0.3274
Epoch [9/50] - Loss: 0.2964
Epoch [10/50] - Loss: 0.2655
Epoch [11/50] - Loss: 0.2352
Epoch [12/50] - Loss: 0.2060
Epoch [13/50] - Loss: 0.1783
Epoch [14/50] - Loss: 0.1525
Epoch [15/50] - Loss: 0.1288
Epoch [16/50] - Loss: 0.1072
Epoch [17/50] - Loss: 0.0876
Epoch [18/50] - Loss: 0.0700
Epoch [19/50] - Loss: 0.0541
Epoch [20/50] - Loss: 0.0399
Epoch [21/50] - Loss: 0.0271
Epoch [22/50] - Loss: 0.0157
Epoch [23/50] - Loss: 0.0054
Epoch [24/50] - Loss: -0.0039
Epoch [25/50] - Loss: -0.0124
Epoch [26/50] - Loss: -0.0200
Epoch [27/50] - Loss: -0.0269
Epoch [28/50] - Loss: -0.0332
Epoch [29/50] - Loss: -0.0389
Epoch [30/50] - Loss: -0.0440
Epoch [31/50] - Loss: -0.0487
Epoch [32/50] - Loss: -0.0530
Epoch [33/50] - Loss: -0.0568
Epoch [34/50] - Loss: -0.0603
Epoch [35/50] - Loss: -0.0635
Epoch [36/50] - Loss: -0.0665
Epoch [37/50] - Loss: -0.0691
Epoch [38/50] - Loss: -0.0716
Epoch [39/50] - Loss: -0.0739
Epoch [40/50] - Loss: -0.0760
Epoch [41/50] - Loss: -0.0780
Epoch [42/50] - Loss: -0.0798
Epoch [43/50] - Loss: -0.0816
Epoch [44/50] - Loss: -0.0832
Epoch [45/50] - Loss: -0.0847
Epoch [46/50] - Loss: -0.0862
Epoch [47/50] - Loss: -0.0875
Epoch [48/50] - Loss: -0.0888
Epoch [49/50] - Loss: -0.0900
Epoch [50/50] - Loss: -0.0912
sum preds 132
sum labels 421
 - Test Metrics: Accuracy=0.8933, F1=0.4123, Recall=0.2708, Precision=0.8636
 - Validation Metrics: Accuracy=nan, F1=0.0000, Recall=0.0000, Precision=0.0000
Running experiment with seed=25:
 - K=1, layers=2, hidden=16, out=1
 - norm=None, dropout=0, batch_size=2048, methodology=imbnnpu
 - ratio=0.052992235084594844, aggregation=mean, treatment=removal, anomaly_detector=nearest_neighbors, sampling=sage
 - model_type=MLP, rate_pairs=10, clusters=50, lr=0.005
Epoch [1/50] - Loss: 0.4993
Epoch [2/50] - Loss: 0.4827
Epoch [3/50] - Loss: 0.4600
Epoch [4/50] - Loss: 0.4349
Epoch [5/50] - Loss: 0.4079
Epoch [6/50] - Loss: 0.3792
Epoch [7/50] - Loss: 0.3496
Epoch [8/50] - Loss: 0.3196
Epoch [9/50] - Loss: 0.2894
Epoch [10/50] - Loss: 0.2597
Epoch [11/50] - Loss: 0.2308
Epoch [12/50] - Loss: 0.2031
Epoch [13/50] - Loss: 0.1768
Epoch [14/50] - Loss: 0.1523
Epoch [15/50] - Loss: 0.1295
Epoch [16/50] - Loss: 0.1086
Epoch [17/50] - Loss: 0.0895
Epoch [18/50] - Loss: 0.0722
Epoch [19/50] - Loss: 0.0565
Epoch [20/50] - Loss: 0.0423
Epoch [21/50] - Loss: 0.0295
Epoch [22/50] - Loss: 0.0179
Epoch [23/50] - Loss: 0.0075
Epoch [24/50] - Loss: -0.0020
Epoch [25/50] - Loss: -0.0105
Epoch [26/50] - Loss: -0.0183
Epoch [27/50] - Loss: -0.0254
Epoch [28/50] - Loss: -0.0318
Epoch [29/50] - Loss: -0.0377
Epoch [30/50] - Loss: -0.0431
Epoch [31/50] - Loss: -0.0480
Epoch [32/50] - Loss: -0.0525
Epoch [33/50] - Loss: -0.0566
Epoch [34/50] - Loss: -0.0603
Epoch [35/50] - Loss: -0.0638
Epoch [36/50] - Loss: -0.0669
Epoch [37/50] - Loss: -0.0698
Epoch [38/50] - Loss: -0.0724
Epoch [39/50] - Loss: -0.0748
Epoch [40/50] - Loss: -0.0771
Epoch [41/50] - Loss: -0.0792
Epoch [42/50] - Loss: -0.0811
Epoch [43/50] - Loss: -0.0829
Epoch [44/50] - Loss: -0.0846
Epoch [45/50] - Loss: -0.0861
Epoch [46/50] - Loss: -0.0876
Epoch [47/50] - Loss: -0.0890
Epoch [48/50] - Loss: -0.0903
Epoch [49/50] - Loss: -0.0915
Epoch [50/50] - Loss: -0.0927
sum preds 126
sum labels 421
 - Test Metrics: Accuracy=0.8933, F1=0.4059, Recall=0.2637, Precision=0.8810
 - Validation Metrics: Accuracy=nan, F1=0.0000, Recall=0.0000, Precision=0.0000
Done. Results written to citeseer_experimentations\citeseer_SCAR_imbnnpu_imbnnpu_1804084624.csv.
Average F1 over valid seeds: 0.3993 ± 0.0140
___________________________________________________________________________________
Avg F1 for citeseer with SCAR and imbnnpu, MLP,0.4: 0.3993 ± 0.0140
___________________________________________________________________________________
imbnnpu
Running experiment with seed=654:
 - K=1, layers=2, hidden=16, out=1
 - norm=None, dropout=0, batch_size=2048, methodology=imbnnpu
 - ratio=0.052992235084594844, aggregation=mean, treatment=removal, anomaly_detector=nearest_neighbors, sampling=sage
 - model_type=GATConv, rate_pairs=10, clusters=50, lr=0.005
Epoch [1/50] - Loss: 0.4986
Epoch [2/50] - Loss: 0.4657
Epoch [3/50] - Loss: 0.4236
Epoch [4/50] - Loss: 0.3737
Epoch [5/50] - Loss: 0.3244
Epoch [6/50] - Loss: 0.2789
Epoch [7/50] - Loss: 0.2373
Epoch [8/50] - Loss: 0.2001
Epoch [9/50] - Loss: 0.1673
Epoch [10/50] - Loss: 0.1391
Epoch [11/50] - Loss: 0.1149
Epoch [12/50] - Loss: 0.0943
Epoch [13/50] - Loss: 0.0766
Epoch [14/50] - Loss: 0.0614
Epoch [15/50] - Loss: 0.0479
Epoch [16/50] - Loss: 0.0364
Epoch [17/50] - Loss: 0.0264
Epoch [18/50] - Loss: 0.0177
Epoch [19/50] - Loss: 0.0101
Epoch [20/50] - Loss: 0.0035
Epoch [21/50] - Loss: -0.0021
Epoch [22/50] - Loss: -0.0069
Epoch [23/50] - Loss: -0.0111
Epoch [24/50] - Loss: -0.0148
Epoch [25/50] - Loss: -0.0181
Epoch [26/50] - Loss: -0.0210
Epoch [27/50] - Loss: -0.0238
Epoch [28/50] - Loss: -0.0263
Epoch [29/50] - Loss: -0.0286
Epoch [30/50] - Loss: -0.0306
Epoch [31/50] - Loss: -0.0324
Epoch [32/50] - Loss: -0.0340
Epoch [33/50] - Loss: -0.0356
Epoch [34/50] - Loss: -0.0372
Epoch [35/50] - Loss: -0.0388
Epoch [36/50] - Loss: -0.0402
Epoch [37/50] - Loss: -0.0415
Epoch [38/50] - Loss: -0.0426
Epoch [39/50] - Loss: -0.0434
Epoch [40/50] - Loss: -0.0442
Epoch [41/50] - Loss: -0.0449
Epoch [42/50] - Loss: -0.0457
Epoch [43/50] - Loss: -0.0464
Epoch [44/50] - Loss: -0.0472
Epoch [45/50] - Loss: -0.0482
Epoch [46/50] - Loss: -0.0491
Epoch [47/50] - Loss: -0.0501
Epoch [48/50] - Loss: -0.0510
Epoch [49/50] - Loss: -0.0519
Epoch [50/50] - Loss: -0.0526
sum preds 319
sum labels 421
 - Test Metrics: Accuracy=0.9186, F1=0.6649, Recall=0.5843, Precision=0.7712
 - Validation Metrics: Accuracy=nan, F1=0.0000, Recall=0.0000, Precision=0.0000
Running experiment with seed=114:
 - K=1, layers=2, hidden=16, out=1
 - norm=None, dropout=0, batch_size=2048, methodology=imbnnpu
 - ratio=0.052992235084594844, aggregation=mean, treatment=removal, anomaly_detector=nearest_neighbors, sampling=sage
 - model_type=GATConv, rate_pairs=10, clusters=50, lr=0.005
Epoch [1/50] - Loss: 0.5049
Epoch [2/50] - Loss: 0.4727
Epoch [3/50] - Loss: 0.4295
Epoch [4/50] - Loss: 0.3752
Epoch [5/50] - Loss: 0.3235
Epoch [6/50] - Loss: 0.2777
Epoch [7/50] - Loss: 0.2354
Epoch [8/50] - Loss: 0.1964
Epoch [9/50] - Loss: 0.1622
Epoch [10/50] - Loss: 0.1332
Epoch [11/50] - Loss: 0.1088
Epoch [12/50] - Loss: 0.0881
Epoch [13/50] - Loss: 0.0706
Epoch [14/50] - Loss: 0.0554
Epoch [15/50] - Loss: 0.0421
Epoch [16/50] - Loss: 0.0303
Epoch [17/50] - Loss: 0.0201
Epoch [18/50] - Loss: 0.0112
Epoch [19/50] - Loss: 0.0035
Epoch [20/50] - Loss: -0.0030
Epoch [21/50] - Loss: -0.0083
Epoch [22/50] - Loss: -0.0127
Epoch [23/50] - Loss: -0.0164
Epoch [24/50] - Loss: -0.0197
Epoch [25/50] - Loss: -0.0225
Epoch [26/50] - Loss: -0.0251
Epoch [27/50] - Loss: -0.0276
Epoch [28/50] - Loss: -0.0298
Epoch [29/50] - Loss: -0.0317
Epoch [30/50] - Loss: -0.0332
Epoch [31/50] - Loss: -0.0347
Epoch [32/50] - Loss: -0.0365
Epoch [33/50] - Loss: -0.0382
Epoch [34/50] - Loss: -0.0396
Epoch [35/50] - Loss: -0.0409
Epoch [36/50] - Loss: -0.0420
Epoch [37/50] - Loss: -0.0433
Epoch [38/50] - Loss: -0.0445
Epoch [39/50] - Loss: -0.0456
Epoch [40/50] - Loss: -0.0467
Epoch [41/50] - Loss: -0.0477
Epoch [42/50] - Loss: -0.0485
Epoch [43/50] - Loss: -0.0496
Epoch [44/50] - Loss: -0.0504
Epoch [45/50] - Loss: -0.0510
Epoch [46/50] - Loss: -0.0514
Epoch [47/50] - Loss: -0.0518
Epoch [48/50] - Loss: -0.0522
Epoch [49/50] - Loss: -0.0525
Epoch [50/50] - Loss: -0.0528
sum preds 291
sum labels 421
 - Test Metrics: Accuracy=0.9140, F1=0.6320, Recall=0.5344, Precision=0.7732
 - Validation Metrics: Accuracy=nan, F1=0.0000, Recall=0.0000, Precision=0.0000
Running experiment with seed=25:
 - K=1, layers=2, hidden=16, out=1
 - norm=None, dropout=0, batch_size=2048, methodology=imbnnpu
 - ratio=0.052992235084594844, aggregation=mean, treatment=removal, anomaly_detector=nearest_neighbors, sampling=sage
 - model_type=GATConv, rate_pairs=10, clusters=50, lr=0.005
Epoch [1/50] - Loss: 0.5000
Epoch [2/50] - Loss: 0.4683
Epoch [3/50] - Loss: 0.4267
Epoch [4/50] - Loss: 0.3787
Epoch [5/50] - Loss: 0.3311
Epoch [6/50] - Loss: 0.2856
Epoch [7/50] - Loss: 0.2431
Epoch [8/50] - Loss: 0.2043
Epoch [9/50] - Loss: 0.1695
Epoch [10/50] - Loss: 0.1388
Epoch [11/50] - Loss: 0.1123
Epoch [12/50] - Loss: 0.0897
Epoch [13/50] - Loss: 0.0705
Epoch [14/50] - Loss: 0.0543
Epoch [15/50] - Loss: 0.0406
Epoch [16/50] - Loss: 0.0290
Epoch [17/50] - Loss: 0.0192
Epoch [18/50] - Loss: 0.0109
Epoch [19/50] - Loss: 0.0037
Epoch [20/50] - Loss: -0.0024
Epoch [21/50] - Loss: -0.0077
Epoch [22/50] - Loss: -0.0122
Epoch [23/50] - Loss: -0.0162
Epoch [24/50] - Loss: -0.0197
Epoch [25/50] - Loss: -0.0229
Epoch [26/50] - Loss: -0.0257
Epoch [27/50] - Loss: -0.0283
Epoch [28/50] - Loss: -0.0305
Epoch [29/50] - Loss: -0.0326
Epoch [30/50] - Loss: -0.0344
Epoch [31/50] - Loss: -0.0361
Epoch [32/50] - Loss: -0.0377
Epoch [33/50] - Loss: -0.0392
Epoch [34/50] - Loss: -0.0406
Epoch [35/50] - Loss: -0.0419
Epoch [36/50] - Loss: -0.0431
Epoch [37/50] - Loss: -0.0442
Epoch [38/50] - Loss: -0.0451
Epoch [39/50] - Loss: -0.0459
Epoch [40/50] - Loss: -0.0466
Epoch [41/50] - Loss: -0.0472
Epoch [42/50] - Loss: -0.0478
Epoch [43/50] - Loss: -0.0483
Epoch [44/50] - Loss: -0.0488
Epoch [45/50] - Loss: -0.0493
Epoch [46/50] - Loss: -0.0497
Epoch [47/50] - Loss: -0.0501
Epoch [48/50] - Loss: -0.0506
Epoch [49/50] - Loss: -0.0510
Epoch [50/50] - Loss: -0.0515
sum preds 341
sum labels 421
 - Test Metrics: Accuracy=0.9153, F1=0.6614, Recall=0.5986, Precision=0.7390
 - Validation Metrics: Accuracy=nan, F1=0.0000, Recall=0.0000, Precision=0.0000
Done. Results written to citeseer_experimentations\citeseer_SCAR_imbnnpu_imbnnpu_1804084626.csv.
Average F1 over valid seeds: 0.6528 ± 0.0147
___________________________________________________________________________________
Avg F1 for citeseer with SCAR and imbnnpu, GATConv,0.4: 0.6528 ± 0.0147
___________________________________________________________________________________
imbnnpu
Running experiment with seed=654:
 - K=1, layers=2, hidden=16, out=1
 - norm=None, dropout=0, batch_size=2048, methodology=imbnnpu
 - ratio=0.052992235084594844, aggregation=mean, treatment=removal, anomaly_detector=nearest_neighbors, sampling=sage
 - model_type=GCNConv, rate_pairs=10, clusters=50, lr=0.005
Epoch [1/50] - Loss: 0.5023
Epoch [2/50] - Loss: 0.4635
Epoch [3/50] - Loss: 0.4158
Epoch [4/50] - Loss: 0.3577
Epoch [5/50] - Loss: 0.3026
Epoch [6/50] - Loss: 0.2544
Epoch [7/50] - Loss: 0.2125
Epoch [8/50] - Loss: 0.1768
Epoch [9/50] - Loss: 0.1469
Epoch [10/50] - Loss: 0.1223
Epoch [11/50] - Loss: 0.1023
Epoch [12/50] - Loss: 0.0858
Epoch [13/50] - Loss: 0.0721
Epoch [14/50] - Loss: 0.0606
Epoch [15/50] - Loss: 0.0507
Epoch [16/50] - Loss: 0.0422
Epoch [17/50] - Loss: 0.0349
Epoch [18/50] - Loss: 0.0286
Epoch [19/50] - Loss: 0.0230
Epoch [20/50] - Loss: 0.0181
Epoch [21/50] - Loss: 0.0137
Epoch [22/50] - Loss: 0.0099
Epoch [23/50] - Loss: 0.0064
Epoch [24/50] - Loss: 0.0032
Epoch [25/50] - Loss: 0.0004
Epoch [26/50] - Loss: -0.0022
Epoch [27/50] - Loss: -0.0045
Epoch [28/50] - Loss: -0.0066
Epoch [29/50] - Loss: -0.0085
Epoch [30/50] - Loss: -0.0103
Epoch [31/50] - Loss: -0.0119
Epoch [32/50] - Loss: -0.0135
Epoch [33/50] - Loss: -0.0149
Epoch [34/50] - Loss: -0.0163
Epoch [35/50] - Loss: -0.0176
Epoch [36/50] - Loss: -0.0189
Epoch [37/50] - Loss: -0.0202
Epoch [38/50] - Loss: -0.0214
Epoch [39/50] - Loss: -0.0226
Epoch [40/50] - Loss: -0.0238
Epoch [41/50] - Loss: -0.0249
Epoch [42/50] - Loss: -0.0259
Epoch [43/50] - Loss: -0.0270
Epoch [44/50] - Loss: -0.0280
Epoch [45/50] - Loss: -0.0290
Epoch [46/50] - Loss: -0.0299
Epoch [47/50] - Loss: -0.0307
Epoch [48/50] - Loss: -0.0314
Epoch [49/50] - Loss: -0.0321
Epoch [50/50] - Loss: -0.0327
sum preds 357
sum labels 421
 - Test Metrics: Accuracy=0.9160, F1=0.6710, Recall=0.6200, Precision=0.7311
 - Validation Metrics: Accuracy=nan, F1=0.0000, Recall=0.0000, Precision=0.0000
Running experiment with seed=114:
 - K=1, layers=2, hidden=16, out=1
 - norm=None, dropout=0, batch_size=2048, methodology=imbnnpu
 - ratio=0.052992235084594844, aggregation=mean, treatment=removal, anomaly_detector=nearest_neighbors, sampling=sage
 - model_type=GCNConv, rate_pairs=10, clusters=50, lr=0.005
Epoch [1/50] - Loss: 0.5014
Epoch [2/50] - Loss: 0.4698
Epoch [3/50] - Loss: 0.4267
Epoch [4/50] - Loss: 0.3749
Epoch [5/50] - Loss: 0.3250
Epoch [6/50] - Loss: 0.2802
Epoch [7/50] - Loss: 0.2401
Epoch [8/50] - Loss: 0.2046
Epoch [9/50] - Loss: 0.1738
Epoch [10/50] - Loss: 0.1476
Epoch [11/50] - Loss: 0.1256
Epoch [12/50] - Loss: 0.1073
Epoch [13/50] - Loss: 0.0920
Epoch [14/50] - Loss: 0.0790
Epoch [15/50] - Loss: 0.0679
Epoch [16/50] - Loss: 0.0584
Epoch [17/50] - Loss: 0.0501
Epoch [18/50] - Loss: 0.0430
Epoch [19/50] - Loss: 0.0366
Epoch [20/50] - Loss: 0.0310
Epoch [21/50] - Loss: 0.0259
Epoch [22/50] - Loss: 0.0214
Epoch [23/50] - Loss: 0.0172
Epoch [24/50] - Loss: 0.0134
Epoch [25/50] - Loss: 0.0100
Epoch [26/50] - Loss: 0.0067
Epoch [27/50] - Loss: 0.0037
Epoch [28/50] - Loss: 0.0009
Epoch [29/50] - Loss: -0.0017
Epoch [30/50] - Loss: -0.0042
Epoch [31/50] - Loss: -0.0065
Epoch [32/50] - Loss: -0.0087
Epoch [33/50] - Loss: -0.0108
Epoch [34/50] - Loss: -0.0127
Epoch [35/50] - Loss: -0.0145
Epoch [36/50] - Loss: -0.0161
Epoch [37/50] - Loss: -0.0176
Epoch [38/50] - Loss: -0.0190
Epoch [39/50] - Loss: -0.0203
Epoch [40/50] - Loss: -0.0215
Epoch [41/50] - Loss: -0.0227
Epoch [42/50] - Loss: -0.0237
Epoch [43/50] - Loss: -0.0247
Epoch [44/50] - Loss: -0.0257
Epoch [45/50] - Loss: -0.0266
Epoch [46/50] - Loss: -0.0274
Epoch [47/50] - Loss: -0.0282
Epoch [48/50] - Loss: -0.0290
Epoch [49/50] - Loss: -0.0297
Epoch [50/50] - Loss: -0.0304
sum preds 363
sum labels 421
 - Test Metrics: Accuracy=0.9180, F1=0.6811, Recall=0.6342, Precision=0.7355
 - Validation Metrics: Accuracy=nan, F1=0.0000, Recall=0.0000, Precision=0.0000
Running experiment with seed=25:
 - K=1, layers=2, hidden=16, out=1
 - norm=None, dropout=0, batch_size=2048, methodology=imbnnpu
 - ratio=0.052992235084594844, aggregation=mean, treatment=removal, anomaly_detector=nearest_neighbors, sampling=sage
 - model_type=GCNConv, rate_pairs=10, clusters=50, lr=0.005
Epoch [1/50] - Loss: 0.4978
Epoch [2/50] - Loss: 0.4626
Epoch [3/50] - Loss: 0.4183
Epoch [4/50] - Loss: 0.3684
Epoch [5/50] - Loss: 0.3213
Epoch [6/50] - Loss: 0.2784
Epoch [7/50] - Loss: 0.2393
Epoch [8/50] - Loss: 0.2045
Epoch [9/50] - Loss: 0.1744
Epoch [10/50] - Loss: 0.1486
Epoch [11/50] - Loss: 0.1268
Epoch [12/50] - Loss: 0.1084
Epoch [13/50] - Loss: 0.0930
Epoch [14/50] - Loss: 0.0799
Epoch [15/50] - Loss: 0.0687
Epoch [16/50] - Loss: 0.0591
Epoch [17/50] - Loss: 0.0507
Epoch [18/50] - Loss: 0.0433
Epoch [19/50] - Loss: 0.0367
Epoch [20/50] - Loss: 0.0309
Epoch [21/50] - Loss: 0.0256
Epoch [22/50] - Loss: 0.0209
Epoch [23/50] - Loss: 0.0166
Epoch [24/50] - Loss: 0.0128
Epoch [25/50] - Loss: 0.0093
Epoch [26/50] - Loss: 0.0063
Epoch [27/50] - Loss: 0.0035
Epoch [28/50] - Loss: 0.0010
Epoch [29/50] - Loss: -0.0013
Epoch [30/50] - Loss: -0.0034
Epoch [31/50] - Loss: -0.0053
Epoch [32/50] - Loss: -0.0070
Epoch [33/50] - Loss: -0.0086
Epoch [34/50] - Loss: -0.0101
Epoch [35/50] - Loss: -0.0115
Epoch [36/50] - Loss: -0.0128
Epoch [37/50] - Loss: -0.0141
Epoch [38/50] - Loss: -0.0152
Epoch [39/50] - Loss: -0.0163
Epoch [40/50] - Loss: -0.0173
Epoch [41/50] - Loss: -0.0183
Epoch [42/50] - Loss: -0.0193
Epoch [43/50] - Loss: -0.0202
Epoch [44/50] - Loss: -0.0212
Epoch [45/50] - Loss: -0.0221
Epoch [46/50] - Loss: -0.0230
Epoch [47/50] - Loss: -0.0238
Epoch [48/50] - Loss: -0.0247
Epoch [49/50] - Loss: -0.0254
Epoch [50/50] - Loss: -0.0261
sum preds 390
sum labels 421
 - Test Metrics: Accuracy=0.9235, F1=0.7127, Recall=0.6865, Precision=0.7410
 - Validation Metrics: Accuracy=nan, F1=0.0000, Recall=0.0000, Precision=0.0000
Done. Results written to citeseer_experimentations\citeseer_SCAR_imbnnpu_imbnnpu_1804084629.csv.
Average F1 over valid seeds: 0.6883 ± 0.0178
___________________________________________________________________________________
Avg F1 for citeseer with SCAR and imbnnpu, GCNConv,0.4: 0.6883 ± 0.0178
___________________________________________________________________________________
imbnnpu
Running experiment with seed=654:
 - K=1, layers=2, hidden=16, out=1
 - norm=None, dropout=0, batch_size=2048, methodology=imbnnpu
 - ratio=0.07703213712302019, aggregation=mean, treatment=removal, anomaly_detector=nearest_neighbors, sampling=sage
 - model_type=MLP, rate_pairs=10, clusters=50, lr=0.005
Epoch [1/50] - Loss: 0.4995
Epoch [2/50] - Loss: 0.4845
Epoch [3/50] - Loss: 0.4644
Epoch [4/50] - Loss: 0.4412
Epoch [5/50] - Loss: 0.4158
Epoch [6/50] - Loss: 0.3884
Epoch [7/50] - Loss: 0.3596
Epoch [8/50] - Loss: 0.3298
Epoch [9/50] - Loss: 0.2993
Epoch [10/50] - Loss: 0.2687
Epoch [11/50] - Loss: 0.2385
Epoch [12/50] - Loss: 0.2091
Epoch [13/50] - Loss: 0.1809
Epoch [14/50] - Loss: 0.1544
Epoch [15/50] - Loss: 0.1297
Epoch [16/50] - Loss: 0.1069
Epoch [17/50] - Loss: 0.0862
Epoch [18/50] - Loss: 0.0673
Epoch [19/50] - Loss: 0.0503
Epoch [20/50] - Loss: 0.0350
Epoch [21/50] - Loss: 0.0212
Epoch [22/50] - Loss: 0.0088
Epoch [23/50] - Loss: -0.0025
Epoch [24/50] - Loss: -0.0125
Epoch [25/50] - Loss: -0.0216
Epoch [26/50] - Loss: -0.0298
Epoch [27/50] - Loss: -0.0372
Epoch [28/50] - Loss: -0.0439
Epoch [29/50] - Loss: -0.0499
Epoch [30/50] - Loss: -0.0553
Epoch [31/50] - Loss: -0.0602
Epoch [32/50] - Loss: -0.0646
Epoch [33/50] - Loss: -0.0686
Epoch [34/50] - Loss: -0.0722
Epoch [35/50] - Loss: -0.0754
Epoch [36/50] - Loss: -0.0784
Epoch [37/50] - Loss: -0.0811
Epoch [38/50] - Loss: -0.0835
Epoch [39/50] - Loss: -0.0858
Epoch [40/50] - Loss: -0.0879
Epoch [41/50] - Loss: -0.0898
Epoch [42/50] - Loss: -0.0915
Epoch [43/50] - Loss: -0.0932
Epoch [44/50] - Loss: -0.0947
Epoch [45/50] - Loss: -0.0961
Epoch [46/50] - Loss: -0.0974
Epoch [47/50] - Loss: -0.0987
Epoch [48/50] - Loss: -0.0998
Epoch [49/50] - Loss: -0.1009
Epoch [50/50] - Loss: -0.1019
sum preds 83
sum labels 491
 - Test Metrics: Accuracy=0.8620, F1=0.2509, Recall=0.1466, Precision=0.8675
 - Validation Metrics: Accuracy=nan, F1=0.0000, Recall=0.0000, Precision=0.0000
Running experiment with seed=114:
 - K=1, layers=2, hidden=16, out=1
 - norm=None, dropout=0, batch_size=2048, methodology=imbnnpu
 - ratio=0.07703213712302019, aggregation=mean, treatment=removal, anomaly_detector=nearest_neighbors, sampling=sage
 - model_type=MLP, rate_pairs=10, clusters=50, lr=0.005
Epoch [1/50] - Loss: 0.4999
Epoch [2/50] - Loss: 0.4854
Epoch [3/50] - Loss: 0.4642
Epoch [4/50] - Loss: 0.4404
Epoch [5/50] - Loss: 0.4143
Epoch [6/50] - Loss: 0.3858
Epoch [7/50] - Loss: 0.3553
Epoch [8/50] - Loss: 0.3238
Epoch [9/50] - Loss: 0.2919
Epoch [10/50] - Loss: 0.2599
Epoch [11/50] - Loss: 0.2285
Epoch [12/50] - Loss: 0.1982
Epoch [13/50] - Loss: 0.1695
Epoch [14/50] - Loss: 0.1428
Epoch [15/50] - Loss: 0.1182
Epoch [16/50] - Loss: 0.0958
Epoch [17/50] - Loss: 0.0755
Epoch [18/50] - Loss: 0.0573
Epoch [19/50] - Loss: 0.0410
Epoch [20/50] - Loss: 0.0265
Epoch [21/50] - Loss: 0.0134
Epoch [22/50] - Loss: 0.0018
Epoch [23/50] - Loss: -0.0087
Epoch [24/50] - Loss: -0.0181
Epoch [25/50] - Loss: -0.0265
Epoch [26/50] - Loss: -0.0341
Epoch [27/50] - Loss: -0.0410
Epoch [28/50] - Loss: -0.0471
Epoch [29/50] - Loss: -0.0527
Epoch [30/50] - Loss: -0.0577
Epoch [31/50] - Loss: -0.0623
Epoch [32/50] - Loss: -0.0664
Epoch [33/50] - Loss: -0.0701
Epoch [34/50] - Loss: -0.0734
Epoch [35/50] - Loss: -0.0765
Epoch [36/50] - Loss: -0.0793
